Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
28,61,62,Red,Cotton,36,0,37,DAP
31,65,33,Red,Tobacco,22,8,19,28-28
30,74,48,Loamy,Wheat,17,12,34,14-35-14
26,56,29,Sandy,Millets,26,0,7,20-20
34,54,37,Black,Oil seeds,30,0,1,Urea
29,61,35,Sandy,Millets,24,1,28,20-20
26,57,51,Loamy,Wheat,22,9,15,28-28
30,55,45,Sandy,Millets,35,2,19,DAP
32,54,64,Red,Cotton,4,9,34,28-28
27,59,39,Black,Millets,0,0,33,28-28
28,55,55,Black,Sugarcane,12,13,31,14-35-14
33,54,33,Black,Oil seeds,16,3,25,20-20
32,61,50,Black,Sugarcane,31,7,22,20-20
26,41,31,Black,Oil seeds,30,5,16,DAP
30,63,43,Clayey,Paddy,40,1,0,Urea
30,56,42,Sandy,Millets,34,0,9,28-28
33,60,63,Loamy,Cotton,22,4,22,28-28
28,61,50,Loamy,Wheat,9,23,31,10-26-26
40,63,61,Red,Cotton,11,14,32,14-35-14
28,54,31,Sandy,Millets,21,0,1,Urea
20,49,32,Clayey,Pulses,11,0,36,20-20
30,54,33,Red,Ground Nuts,21,1,25,Urea
35,61,50,Loamy,Wheat,22,3,16,DAP
25,57,57,Loamy,Sugarcane,8,9,51,20-20
41,59,45,Loamy,Wheat,18,4,22,20-20
31,54,34,Black,Millets,44,0,16,28-28
28,52,60,Loamy,Cotton,13,15,34,14-35-14
27,57,37,Clayey,Pulses,13,29,26,10-26-26
33,64,33,Red,Tobacco,10,28,30,10-26-26
27,55,42,Red,Ground Nuts,34,4,16,DAP
27,58,47,Loamy,Sugarcane,14,18,15,17-17-17
32,78,45,Loamy,Wheat,7,29,22,10-26-26
30,60,41,Clayey,Paddy,21,5,14,Urea
30,57,34,Red,Tobacco,22,0,25,DAP
32,65,29,Red,Tobacco,13,29,21,28-28
35,62,61,Loamy,Cotton,16,15,34,14-35-14
33,58,65,Loamy,Cotton,7,3,16,DAP
35,54,35,Red,Ground Nuts,24,0,0,28-28
32,48,16,Red,Ground Nuts,33,8,20,DAP
32,56,37,Black,Millets,24,0,22,28-28
23,66,31,Clayey,Pulses,17,16,37,14-35-14
31,46,67,Red,Cotton,15,0,32,DAP
34,55,59,Loamy,Sugarcane,8,3,16,DAP
29,56,29,Red,Tobacco,21,0,2,Urea
35,62,64,Black,Cotton,6,0,16,DAP
33,62,43,Loamy,Sugarcane,15,3,13,20-20
29,67,25,Red,Ground Nuts,15,1,12,28-28
33,63,61,Red,Cotton,21,2,11,Urea
26,60,36,Loamy,Sugarcane,17,17,35,14-35-14
31,65,49,Loamy,Wheat,20,1,20,28-28
32,71,51,Loamy,Wheat,4,0,0,20-20
31,61,40,Sandy,Millets,17,0,0,28-28
42,72,52,Loamy,Wheat,11,2,8,28-28
32,51,36,Black,Oil seeds,13,16,40,14-35-14
33,61,61,Black,Cotton,1,9,40,DAP
33,54,67,Red,Cotton,22,0,18,20-20
30,49,36,Clayey,Pulses,21,0,14,Urea
33,57,34,Clayey,Pulses,29,0,32,28-28
32,67,34,Clayey,Pulses,0,0,25,DAP
34,61,49,Loamy,Wheat,12,28,24,10-26-26
34,39,40,Sandy,Barley,9,29,31,10-26-26
28,45,43,Clayey,Pulses,21,7,23,Urea
31,46,34,Clayey,Pulses,21,7,9,Urea
36,64,48,Loamy,Wheat,21,0,11,Urea
22,45,36,Clayey,Pulses,11,25,23,10-26-26
32,56,28,Red,Ground Nuts,17,7,16,DAP
28,54,37,Sandy,Millets,0,0,13,28-28
34,65,35,Red,Tobacco,19,0,30,28-28
26,54,42,Clayey,Paddy,11,0,21,DAP
34,55,41,Clayey,Paddy,34,5,22,DAP
30,59,48,Loamy,Sugarcane,21,4,19,Urea
30,62,31,Red,Tobacco,8,28,28,10-26-26
36,62,35,Red,Tobacco,20,5,24,28-28
27,56,63,Black,Cotton,14,10,34,DAP
26,69,54,Loamy,Sugarcane,19,4,0,20-20
33,71,41,Black,Sugarcane,5,14,6,20-20
31,56,44,Clayey,Paddy,16,8,13,28-28
31,65,46,Clayey,Paddy,28,2,27,Urea
30,53,37,Sandy,Millets,22,1,7,20-20
31,60,29,Black,Oil seeds,19,0,17,DAP
33,63,40,Clayey,Paddy,27,0,14,Urea
25,59,68,Loamy,Sugarcane,7,0,18,DAP
30,69,34,Black,Oil seeds,21,4,7,Urea
29,53,46,Sandy,Millets,25,0,1,Urea
37,78,51,Loamy,Wheat,22,0,9,20-20
38,68,60,Red,Cotton,9,3,16,DAP
29,65,51,Loamy,Wheat,16,16,13,17-17-17
34,64,52,Loamy,Sugarcane,21,3,10,Urea
27,53,60,Loamy,Cotton,16,15,16,17-17-17
31,56,37,Sandy,Millets,30,0,4,Urea
32,65,22,Red,Ground Nuts,40,7,29,Urea
29,61,31,Red,Ground Nuts,34,0,16,DAP
30,55,42,Clayey,Paddy,12,13,34,14-35-14
31,83,35,Black,Oil seeds,24,2,3,20-20
35,65,28,Red,Tobacco,25,0,6,28-28
34,63,44,Sandy,Barley,12,26,21,10-26-26
34,67,40,Clayey,Paddy,28,0,7,20-20
30,72,37,Clayey,Paddy,26,10,3,Urea
27,55,43,Sandy,Millets,46,0,21,20-20
31,68,62,Loamy,Cotton,16,5,33,20-20
32,64,57,Sandy,Maize,13,12,38,14-35-14
32,58,32,Black,Oil seeds,11,17,33,14-35-14
26,55,35,Black,Millets,23,2,38,20-20
32,62,64,Black,Cotton,17,14,12,17-17-17
35,60,43,Sandy,Barley,13,5,16,DAP
31,58,45,Loamy,Sugarcane,18,0,31,20-20
24,58,46,Loamy,Sugarcane,13,5,11,20-20
31,73,39,Sandy,Barley,24,18,26,28-28
29,55,39,Sandy,Millets,35,0,14,20-20
35,57,40,Clayey,Paddy,26,11,37,20-20
26,56,57,Sandy,Maize,2,0,0,28-28
31,61,31,Sandy,Millets,38,1,16,DAP
31,68,28,Black,Oil seeds,11,14,36,14-35-14
32,45,37,Clayey,Pulses,30,0,14,20-20
29,57,42,Black,Millets,15,0,4,20-20
24,61,27,Red,Ground Nuts,36,0,5,28-28
32,62,63,Loamy,Cotton,2,3,34,DAP
24,57,54,Sandy,Maize,20,0,16,28-28
30,64,27,Red,Tobacco,15,18,18,17-17-17
29,67,52,Loamy,Wheat,43,9,19,28-28
32,57,35,Red,Ground Nuts,21,5,6,Urea
32,56,51,Loamy,Sugarcane,29,9,28,DAP
29,59,49,Loamy,Wheat,0,0,12,28-28
28,63,45,Sandy,Barley,8,0,21,28-28
30,54,46,Loamy,Sugarcane,18,14,20,17-17-17
27,60,49,Loamy,Wheat,18,12,15,28-28
36,68,48,Loamy,Wheat,34,0,16,DAP
30,60,39,Clayey,Paddy,28,5,16,Urea
30,55,33,Red,Tobacco,9,24,27,10-26-26
40,75,52,Loamy,Wheat,28,7,1,28-28
28,58,53,Loamy,Sugarcane,17,1,24,20-20
32,77,33,Black,Oil seeds,0,4,16,DAP
30,60,61,Loamy,Sugarcane,21,8,0,Urea
35,61,48,Loamy,Wheat,37,6,20,20-20
27,58,37,Sandy,Maize,27,0,17,Urea
34,62,36,Red,Ground Nuts,27,0,18,DAP
37,68,37,Red,Ground Nuts,28,0,20,DAP
34,67,52,Loamy,Wheat,21,12,6,Urea
29,57,42,Sandy,Maize,24,7,47,28-28
26,62,36,Clayey,Pulses,0,18,26,20-20
22,70,50,Loamy,Wheat,0,10,20,28-28
29,49,59,Loamy,Sugarcane,32,0,33,Urea
23,59,33,Black,Oil seeds,21,5,30,Urea
28,61,32,Red,Tobacco,21,7,23,Urea
34,60,42,Clayey,Paddy,21,7,7,Urea
30,57,31,Black,Oil seeds,12,4,0,20-20
28,73,40,Sandy,Barley,7,0,15,28-28
33,54,67,Black,Cotton,13,10,20,DAP
30,56,36,Black,Millets,0,1,10,20-20
27,61,65,Black,Cotton,21,0,26,Urea
32,75,60,Red,Cotton,14,1,24,28-28
31,65,32,Black,Oil seeds,52,3,20,Urea
35,49,32,Sandy,Barley,14,15,33,14-35-14
24,66,65,Black,Cotton,29,7,32,DAP
24,51,62,Black,Cotton,15,5,29,DAP
27,60,42,Loamy,Sugarcane,21,0,22,Urea
28,73,31,Black,Oil seeds,21,9,10,20-20
35,63,33,Red,Ground Nuts,17,18,14,17-17-17
32,54,48,Loamy,Wheat,8,25,30,10-26-26
33,61,34,Clayey,Pulses,13,0,31,20-20
29,58,35,Black,Millets,28,0,7,Urea
31,61,29,Red,Tobacco,10,28,25,10-26-26
31,56,40,Sandy,Millets,20,0,21,20-20
32,62,27,Red,Tobacco,11,28,21,10-26-26
30,58,35,Sandy,Millets,21,1,0,Urea
25,56,63,Loamy,Cotton,16,10,31,28-28
33,59,38,Sandy,Millets,36,1,30,20-20
34,62,34,Red,Tobacco,34,15,32,28-28
30,63,40,Clayey,Paddy,21,12,12,Urea
31,77,43,Sandy,Barley,13,13,16,DAP
35,66,65,Loamy,Cotton,17,16,31,14-35-14
38,65,32,Red,Ground Nuts,20,16,22,17-17-17
37,62,36,Red,Ground Nuts,24,1,16,28-28
30,61,39,Clayey,Paddy,30,14,35,Urea
30,61,55,Loamy,Sugarcane,20,15,15,17-17-17
40,54,38,Clayey,Paddy,11,13,30,14-35-14
30,59,60,Red,Cotton,4,7,16,DAP
25,51,58,Loamy,Sugarcane,14,19,12,17-17-17
40,46,59,Black,Sugarcane,0,3,23,20-20
33,51,66,Loamy,Cotton,12,11,3,28-28
34,54,50,Loamy,Sugarcane,16,7,38,20-20
30,68,42,Sandy,Barley,10,1,20,28-28
33,57,42,Sandy,Millets,21,0,23,Urea
31,56,34,Red,Tobacco,22,0,16,28-28
36,61,60,Red,Cotton,16,16,40,14-35-14
24,58,33,Black,Oil seeds,21,5,28,Urea
27,64,35,Loamy,Sugarcane,25,4,15,20-20
28,68,47,Loamy,Wheat,30,0,16,Urea
36,68,43,Clayey,Paddy,17,2,8,28-28
33,69,31,Red,Tobacco,4,11,4,28-28
29,64,63,Black,Cotton,15,17,40,14-35-14
30,59,32,Clayey,Pulses,13,24,21,10-26-26
30,61,69,Loamy,Sugarcane,18,8,26,20-20
27,52,65,Loamy,Cotton,20,0,25,28-28
35,46,30,Clayey,Pulses,21,0,22,Urea
31,59,46,Sandy,Millets,21,0,18,Urea
31,64,62,Black,Sugarcane,16,16,31,14-35-14
37,61,64,Loamy,Cotton,14,10,52,DAP
30,60,62,Red,Cotton,21,0,45,DAP
28,74,35,Black,Oil seeds,32,1,16,DAP
33,67,31,Red,Tobacco,21,12,21,Urea
30,51,26,Black,Oil seeds,16,17,39,14-35-14
29,57,62,Black,Cotton,0,0,43,DAP
31,68,37,Red,Tobacco,0,0,15,28-28
27,58,38,Sandy,Maize,37,10,25,28-28
38,67,59,Black,Cotton,13,12,6,20-20
32,56,42,Clayey,Paddy,0,4,1,28-28
30,66,37,Clayey,Paddy,24,15,17,DAP
32,53,37,Black,Millets,17,1,12,20-20
27,55,39,Black,Millets,42,0,2,20-20
22,63,31,Clayey,Pulses,31,0,16,DAP
30,61,39,Sandy,Maize,20,18,17,17-17-17
30,64,33,Red,Ground Nuts,21,7,21,Urea
30,65,63,Black,Cotton,14,11,31,14-35-14
35,59,31,Black,Oil seeds,14,12,31,14-35-14
34,62,51,Loamy,Wheat,36,4,7,Urea
31,54,39,Clayey,Paddy,14,2,23,20-20
27,61,64,Black,Sugarcane,13,15,31,14-35-14
33,68,53,Loamy,Wheat,36,6,0,Urea
25,61,28,Black,Oil seeds,36,3,2,Urea
33,58,36,Black,Millets,8,0,16,DAP
26,64,31,Clayey,Pulses,13,24,24,10-26-26
29,68,35,Sandy,Barley,16,6,39,20-20
37,60,40,Clayey,Paddy,21,0,30,Urea
28,61,47,Red,Ground Nuts,22,7,14,Urea
31,58,60,Black,Cotton,20,16,12,17-17-17
32,58,51,Loamy,Wheat,13,10,16,DAP
33,59,43,Sandy,Barley,19,16,14,17-17-17
32,53,52,Sandy,Maize,13,11,32,14-35-14
27,62,41,Sandy,Millets,15,16,40,14-35-14
33,61,33,Red,Ground Nuts,21,6,5,Urea
36,67,28,Red,Tobacco,21,4,24,Urea
30,73,31,Black,Oil seeds,36,0,0,Urea
28,61,37,Clayey,Paddy,19,1,28,DAP
30,75,50,Loamy,Wheat,10,0,10,28-28
33,76,50,Loamy,Wheat,23,0,23,Urea
33,61,29,Clayey,Pulses,34,0,14,28-28
36,62,42,Clayey,Paddy,32,9,31,Urea
31,67,63,Red,Cotton,17,11,49,28-28
34,63,55,Black,Sugarcane,14,18,16,17-17-17
34,67,39,Red,Ground Nuts,14,18,19,17-17-17
41,69,45,Sandy,Barley,15,16,32,14-35-14
31,62,50,Loamy,Wheat,9,27,27,10-26-26
28,50,31,Clayey,Pulses,31,0,12,28-28
22,59,38,Red,Ground Nuts,29,9,52,DAP
34,60,35,Black,Oil seeds,11,0,19,DAP
27,62,32,Red,Ground Nuts,21,0,0,Urea
32,60,43,Sandy,Millets,31,1,17,20-20
35,47,41,Clayey,Paddy,17,14,32,28-28
26,51,40,Sandy,Maize,17,12,31,14-35-14
30,59,37,Black,Oil seeds,0,2,2,20-20
31,57,42,Clayey,Paddy,29,1,13,28-28
25,59,36,Sandy,Millets,39,1,23,DAP
25,54,54,Sandy,Maize,36,3,6,Urea
25,50,57,Loamy,Sugarcane,14,11,32,14-35-14
31,55,33,Red,Ground Nuts,28,6,52,28-28
31,62,50,Loamy,Wheat,10,8,31,20-20
32,64,38,Clayey,Paddy,11,12,36,14-35-14
32,68,33,Red,Tobacco,9,28,28,10-26-26
36,62,38,Sandy,Barley,20,14,14,17-17-17
29,52,63,Red,Cotton,14,4,19,DAP
31,56,37,Sandy,Maize,17,15,16,17-17-17
26,69,49,Loamy,Wheat,16,13,36,14-35-14
25,69,78,Loamy,Sugarcane,21,0,16,Urea
34,60,39,Clayey,Paddy,19,0,23,28-28
30,62,31,Red,Tobacco,25,10,39,DAP
30,59,36,Clayey,Paddy,14,11,32,14-35-14
33,57,61,Loamy,Cotton,11,14,37,14-35-14
29,68,29,Red,Tobacco,19,2,14,28-28
34,61,32,Red,Tobacco,10,0,16,DAP
25,60,46,Clayey,Paddy,35,0,8,Urea
34,58,67,Black,Cotton,16,16,37,14-35-14
34,61,31,Clayey,Pulses,9,27,27,10-26-26
30,63,43,Sandy,Barley,15,18,20,17-17-17
30,55,36,Clayey,Pulses,13,17,3,28-28
31,61,35,Red,Tobacco,15,20,12,28-28
26,59,48,Black,Millets,24,0,10,Urea
32,58,35,Red,Tobacco,32,0,19,DAP
24,45,31,Clayey,Pulses,1,10,10,20-20
29,61,47,Clayey,Paddy,16,0,22,20-20
34,59,64,Loamy,Cotton,15,11,40,14-35-14
28,57,34,Sandy,Millets,26,0,15,Urea
28,58,40,Loamy,Sugarcane,20,20,21,17-17-17
28,49,41,Sandy,Barley,11,12,30,14-35-14
33,54,42,Clayey,Pulses,7,23,26,10-26-26
22,42,65,Loamy,Sugarcane,27,4,43,Urea
33,57,53,Loamy,Wheat,52,3,21,Urea
30,57,56,Loamy,Sugarcane,9,0,20,DAP
32,56,41,Sandy,Maize,21,0,27,Urea
32,51,41,Clayey,Paddy,31,2,11,28-28
27,58,62,Loamy,Sugarcane,21,0,13,Urea
30,63,29,Red,Tobacco,9,24,22,10-26-26
34,52,32,Black,Oil seeds,17,12,31,14-35-14
25,55,37,Black,Millets,18,0,9,28-28
29,61,38,Black,Millets,11,0,0,20-20
26,63,52,Loamy,Sugarcane,16,2,37,20-20
27,54,30,Clayey,Pulses,21,7,11,Urea
32,66,60,Loamy,Sugarcane,20,17,22,17-17-17
31,64,30,Red,Tobacco,17,19,0,28-28
36,61,66,Red,Cotton,3,9,52,DAP
25,57,48,Sandy,Barley,7,25,29,10-26-26
28,51,32,Sandy,Maize,19,16,12,17-17-17
33,62,32,Red,Tobacco,27,2,31,28-28
31,53,35,Black,Millets,14,0,11,28-28
29,61,31,Red,Tobacco,9,26,26,10-26-26
29,50,35,Clayey,Pulses,21,0,33,Urea
31,69,45,Clayey,Paddy,8,24,30,10-26-26
31,61,47,Loamy,Wheat,31,10,4,Urea
34,55,37,Red,Tobacco,11,28,22,10-26-26
34,59,47,Sandy,Millets,35,3,0,28-28
30,67,39,Sandy,Barley,14,19,19,17-17-17
29,56,38,Clayey,Pulses,21,13,18,Urea
32,58,51,Loamy,Wheat,39,2,28,Urea
30,54,30,Black,Oil seeds,31,0,17,Urea
28,58,44,Black,Millets,21,0,14,Urea
29,64,34,Red,Tobacco,17,8,18,28-28
32,53,39,Red,Ground Nuts,38,0,25,DAP
26,57,60,Red,Cotton,17,15,38,14-35-14
29,54,29,Red,Ground Nuts,21,3,22,Urea
30,74,39,Clayey,Paddy,7,27,26,10-26-26
29,56,69,Black,Sugarcane,13,12,31,14-35-14
32,71,44,Clayey,Paddy,23,5,20,20-20
29,52,36,Clayey,Pulses,12,23,26,10-26-26
28,53,32,Clayey,Pulses,9,25,30,10-26-26
31,64,30,Red,Tobacco,22,10,22,DAP
27,56,62,Red,Cotton,17,11,35,14-35-14
24,60,38,Clayey,Pulses,16,17,36,14-35-14
32,55,52,Loamy,Sugarcane,12,5,16,DAP
26,50,47,Black,Sugarcane,14,8,6,20-20
29,55,39,Black,Millets,7,0,22,DAP
34,53,62,Black,Cotton,21,12,41,Urea
29,66,28,Red,Ground Nuts,29,0,0,28-28
34,57,61,Black,Cotton,11,3,10,28-28
35,55,66,Loamy,Sugarcane,15,18,21,17-17-17
32,56,64,Loamy,Cotton,37,6,31,DAP
29,60,54,Loamy,Wheat,20,10,16,DAP
34,59,34,Loamy,Sugarcane,20,13,12,28-28
37,55,63,Black,Cotton,13,13,34,14-35-14
26,56,31,Clayey,Pulses,10,23,22,10-26-26
29,53,40,Sandy,Maize,21,6,37,Urea
32,58,31,Red,Tobacco,9,0,16,28-28
31,64,55,Sandy,Maize,26,0,14,28-28
37,61,37,Red,Tobacco,7,29,26,10-26-26
33,58,63,Red,Cotton,22,10,0,20-20
33,68,41,Clayey,Paddy,12,17,35,14-35-14
27,64,40,Clayey,Paddy,11,25,21,10-26-26
35,65,33,Red,Tobacco,26,0,4,28-28
26,47,26,Red,Ground Nuts,11,23,27,10-26-26
31,58,29,Sandy,Maize,17,11,37,14-35-14
30,62,61,Loamy,Sugarcane,7,5,18,DAP
26,72,40,Sandy,Maize,0,0,12,28-28
27,56,38,Red,Ground Nuts,1,1,16,DAP
28,65,50,Loamy,Wheat,30,4,17,Urea
29,58,47,Sandy,Barley,8,16,41,DAP
21,67,32,Black,Oil seeds,21,0,36,Urea
26,58,39,Red,Ground Nuts,26,8,44,DAP
27,63,34,Loamy,Sugarcane,11,13,22,20-20
32,64,31,Red,Tobacco,31,6,10,28-28
31,56,38,Clayey,Pulses,21,0,22,20-20
28,61,35,Clayey,Paddy,11,26,28,10-26-26
30,60,51,Sandy,Maize,21,0,17,Urea
26,69,32,Red,Ground Nuts,17,15,33,14-35-14
31,62,39,Clayey,Paddy,21,0,5,Urea
25,61,33,Black,Oil seeds,16,12,35,14-35-14
32,63,43,Clayey,Paddy,14,1,37,20-20
35,57,44,Loamy,Sugarcane,0,7,38,20-20
32,53,41,Clayey,Paddy,9,1,11,20-20
36,62,41,Clayey,Paddy,12,14,30,14-35-14
30,56,33,Clayey,Pulses,37,7,12,28-28
27,56,36,Sandy,Millets,4,0,16,DAP
22,62,45,Loamy,Sugarcane,21,3,17,Urea
39,64,52,Loamy,Wheat,36,0,23,20-20
27,52,73,Loamy,Sugarcane,15,13,32,14-35-14
28,49,32,Clayey,Pulses,30,0,21,20-20
31,65,31,Red,Tobacco,7,23,25,10-26-26
25,56,66,Red,Cotton,12,17,33,14-35-14
31,54,51,Black,Sugarcane,18,3,0,20-20
31,61,34,Red,Tobacco,17,19,22,17-17-17
33,52,62,Black,Cotton,21,0,42,Urea
25,48,32,Sandy,Millets,23,1,13,20-20
31,64,50,Loamy,Wheat,13,0,26,DAP
35,58,30,Black,Oil seeds,32,3,51,DAP
28,59,36,Sandy,Barley,11,2,19,28-28
33,62,27,Red,Tobacco,11,7,16,DAP
31,56,36,Sandy,Barley,17,12,35,28-28
28,59,36,Black,Millets,20,0,0,28-28
37,54,40,Clayey,Paddy,21,10,9,Urea
27,51,55,Sandy,Maize,17,17,40,14-35-14
23,58,66,Black,Cotton,14,7,45,DAP
31,55,39,Clayey,Paddy,16,12,34,14-35-14
33,56,33,Red,Tobacco,7,24,29,10-26-26
28,61,59,Black,Cotton,16,2,28,28-28
25,58,34,Sandy,Millets,11,24,25,10-26-26
30,65,45,Loamy,Sugarcane,14,19,18,17-17-17
30,60,54,Loamy,Sugarcane,13,3,15,20-20
33,57,31,Black,Oil seeds,17,12,38,14-35-14
26,65,34,Sandy,Maize,25,5,30,20-20
31,48,36,Clayey,Pulses,21,8,22,Urea
33,60,25,Red,Tobacco,26,9,16,DAP
32,58,45,Sandy,Millets,10,1,16,DAP
28,64,48,Sandy,Millets,20,14,18,17-17-17
30,60,35,Clayey,Paddy,21,10,6,Urea
32,48,34,Black,Oil seeds,15,17,32,14-35-14
28,55,33,Clayey,Pulses,7,25,27,10-26-26
32,60,34,Red,Tobacco,21,3,31,Urea
30,62,47,Loamy,Sugarcane,13,17,38,14-35-14
33,48,28,Clayey,Pulses,11,0,16,DAP
31,61,49,Loamy,Wheat,45,0,5,Urea
36,56,60,Black,Sugarcane,25,0,11,20-20
25,52,19,Red,Ground Nuts,31,1,17,DAP
28,54,32,Black,Oil seeds,27,2,52,20-20
24,57,24,Red,Ground Nuts,23,0,16,DAP
34,55,65,Red,Cotton,21,5,16,Urea
30,63,34,Black,Oil seeds,22,0,15,20-20
28,61,32,Sandy,Millets,44,0,14,20-20
30,62,34,Black,Oil seeds,16,0,0,20-20
36,53,32,Red,Ground Nuts,31,10,7,Urea
30,64,46,Clayey,Paddy,13,15,32,14-35-14
29,55,30,Clayey,Pulses,17,17,38,14-35-14
28,73,36,Black,Sugarcane,9,16,11,20-20
31,60,65,Black,Sugarcane,27,5,12,28-28
27,56,26,Sandy,Maize,13,15,40,14-35-14
32,66,35,Sandy,Maize,36,11,2,Urea
33,66,35,Black,Oil seeds,22,4,19,20-20
31,65,60,Red,Cotton,15,5,4,28-28
32,48,45,Loamy,Sugarcane,14,17,30,14-35-14
34,61,64,Red,Cotton,13,0,26,DAP
36,56,29,Black,Oil seeds,13,17,40,14-35-14
33,66,49,Sandy,Maize,19,20,19,17-17-17
39,56,39,Clayey,Paddy,36,2,0,20-20
30,58,32,Clayey,Pulses,33,9,52,Urea
28,57,45,Loamy,Sugarcane,15,16,13,17-17-17
30,49,65,Red,Cotton,19,16,21,17-17-17
32,56,57,Loamy,Sugarcane,21,9,0,Urea
28,54,66,Loamy,Sugarcane,0,12,34,20-20
27,58,28,Black,Oil seeds,5,5,27,20-20
32,70,34,Black,Oil seeds,13,16,36,14-35-14
27,57,37,Clayey,Pulses,23,0,15,28-28
27,58,60,Red,Cotton,14,14,35,14-35-14
31,55,29,Clayey,Pulses,12,17,32,14-35-14
28,60,50,Loamy,Wheat,21,4,38,Urea
32,58,38,Black,Sugarcane,16,18,12,17-17-17
33,57,45,Clayey,Paddy,13,26,29,10-26-26
32,55,66,Red,Cotton,13,4,16,DAP
32,62,33,Red,Tobacco,10,28,31,10-26-26
31,53,36,Sandy,Millets,21,1,41,Urea
24,54,42,Sandy,Barley,15,7,25,DAP
29,56,43,Sandy,Barley,15,0,28,DAP
33,58,37,Sandy,Millets,26,1,0,20-20
29,67,63,Black,Cotton,18,0,32,28-28
27,65,50,Loamy,Wheat,25,5,16,DAP
29,59,41,Sandy,Millets,29,1,52,Urea
28,59,44,Clayey,Paddy,12,16,37,14-35-14
31,52,49,Sandy,Maize,20,18,18,17-17-17
27,59,63,Red,Cotton,11,9,17,28-28
33,58,33,Red,Tobacco,12,25,26,10-26-26
29,57,43,Clayey,Paddy,17,17,38,14-35-14
25,64,40,Clayey,Paddy,28,5,13,Urea
38,73,66,Loamy,Cotton,30,9,23,Urea
34,65,51,Loamy,Sugarcane,21,0,10,Urea
32,60,28,Red,Tobacco,22,12,16,28-28
20,43,50,Sandy,Barley,26,0,27,DAP
28,61,33,Red,Ground Nuts,16,4,16,DAP
28,58,55,Sandy,Maize,16,0,29,28-28
34,43,34,Clayey,Pulses,36,3,8,Urea
33,58,40,Clayey,Pulses,14,3,8,28-28
30,57,43,Clayey,Paddy,7,1,27,DAP
31,63,64,Red,Cotton,24,0,25,DAP
32,62,43,Loamy,Sugarcane,19,15,13,17-17-17
33,63,31,Red,Tobacco,9,25,26,10-26-26
38,64,50,Loamy,Wheat,14,5,16,DAP
26,63,41,Sandy,Maize,11,15,30,14-35-14
31,53,47,Sandy,Millets,13,25,30,10-26-26
31,56,34,Black,Millets,28,0,16,DAP
36,68,48,Loamy,Wheat,8,6,15,28-28
31,70,43,Sandy,Barley,2,20,28,DAP
30,60,64,Red,Cotton,29,10,25,Urea
28,49,54,Black,Sugarcane,35,8,24,20-20
32,64,45,Black,Millets,34,0,15,20-20
27,59,48,Loamy,Sugarcane,13,15,32,14-35-14
31,44,25,Clayey,Pulses,7,29,30,10-26-26
28,62,37,Sandy,Millets,22,0,51,Urea
31,58,39,Black,Millets,24,0,16,DAP
33,65,29,Red,Tobacco,10,28,25,10-26-26
38,61,33,Black,Oil seeds,15,8,32,20-20
33,58,46,Loamy,Sugarcane,19,14,18,17-17-17
30,53,43,Loamy,Sugarcane,4,0,24,28-28
32,49,63,Loamy,Cotton,34,0,48,DAP
29,62,35,Red,Tobacco,26,11,16,DAP
30,64,50,Loamy,Wheat,11,24,31,10-26-26
32,65,39,Sandy,Barley,12,0,39,28-28
29,77,49,Loamy,Wheat,20,16,12,17-17-17
33,64,52,Loamy,Wheat,40,8,12,Urea
28,52,49,Loamy,Sugarcane,28,13,20,20-20
28,61,64,Red,Cotton,24,0,27,DAP
28,46,34,Black,Oil seeds,14,4,15,20-20
27,63,34,Clayey,Pulses,3,5,16,DAP
33,64,31,Black,Oil seeds,23,5,20,Urea
27,54,36,Clayey,Pulses,11,25,22,10-26-26
32,62,24,Red,Tobacco,15,7,4,28-28
34,58,76,Black,Sugarcane,17,20,15,17-17-17
30,57,65,Loamy,Cotton,23,2,41,DAP
24,50,32,Black,Oil seeds,36,0,8,20-20
28,56,33,Sandy,Millets,16,0,32,20-20
28,62,45,Sandy,Millets,24,2,0,28-28
32,59,44,Sandy,Millets,21,0,19,Urea
34,61,32,Red,Ground Nuts,16,19,21,17-17-17
33,60,37,Clayey,Paddy,8,28,28,10-26-26
25,59,73,Black,Sugarcane,18,17,22,17-17-17
33,57,43,Sandy,Millets,14,0,35,20-20
28,59,46,Loamy,Sugarcane,24,0,15,28-28
36,57,51,Loamy,Wheat,25,6,14,Urea
29,62,66,Black,Cotton,35,2,16,DAP
34,61,34,Red,Ground Nuts,41,8,43,Urea
33,65,31,Red,Tobacco,15,19,32,28-28
35,67,49,Loamy,Wheat,48,6,20,28-28
32,58,31,Red,Tobacco,21,8,28,Urea
34,54,42,Clayey,Paddy,30,8,0,28-28
27,66,39,Loamy,Sugarcane,17,18,22,17-17-17
28,63,65,Black,Sugarcane,25,0,16,20-20
34,61,38,Loamy,Sugarcane,9,0,43,20-20
28,54,45,Black,Millets,29,0,9,Urea
36,65,39,Sandy,Barley,9,16,42,DAP
30,53,54,Black,Sugarcane,16,18,22,17-17-17
24,64,36,Clayey,Pulses,12,13,40,14-35-14
24,59,37,Clayey,Pulses,13,13,40,14-35-14
25,50,48,Sandy,Maize,37,12,21,28-28
25,69,47,Loamy,Wheat,7,10,21,20-20
31,57,34,Sandy,Millets,30,1,23,DAP
32,59,46,Loamy,Sugarcane,12,9,16,DAP
29,69,65,Red,Cotton,0,10,43,DAP
